1,"Fri, Oct 31, 1997",,,,Box Score,/boxscores/199710310POR.html,@,Portland Trail Blazers,/teams/POR/1998.html,W,,91,83,1,0,W 1,,0,POR,SEA
2,"Sat, Nov 1, 1997",,,,Box Score,/boxscores/199711010SEA.html,,Dallas Mavericks,/teams/DAL/1998.html,L,,81,89,1,1,L 1,,0,DAL,SEA
3,"Tue, Nov 4, 1997",,,,Box Score,/boxscores/199711040SEA.html,,Houston Rockets,/teams/HOU/1998.html,W,,118,94,2,1,W 1,,0,HOU,SEA
4,"Thu, Nov 6, 1997",,,,Box Score,/boxscores/199711060TOR.html,@,Toronto Raptors,/teams/TOR/1998.html,W,,109,92,3,1,W 2,,0,TOR,SEA
5,"Fri, Nov 7, 1997",,,,Box Score,/boxscores/199711070IND.html,@,Indiana Pacers,/teams/IND/1998.html,W,,99,93,4,1,W 3,,0,IND,SEA
6,"Sun, Nov 9, 1997",,,,Box Score,/boxscores/199711090PHI.html,@,Philadelphia 76ers,/teams/PHI/1998.html,W,,112,105,5,1,W 4,,0,PHI,SEA
7,"Tue, Nov 11, 1997",,,,Box Score,/boxscores/199711110ATL.html,@,Atlanta Hawks,/teams/ATL/1998.html,L,,87,89,5,2,L 1,,0,ATL,SEA
8,"Thu, Nov 13, 1997",,,,Box Score,/boxscores/199711130SEA.html,,Detroit Pistons,/teams/DET/1998.html,W,,95,89,6,2,W 1,,0,DET,SEA
9,"Fri, Nov 14, 1997",,,,Box Score,/boxscores/199711140UTA.html,@,Utah Jazz,/teams/UTA/1998.html,L,,104,110,6,3,L 1,,0,UTA,SEA
10,"Sun, Nov 16, 1997",,,,Box Score,/boxscores/199711160SEA.html,,Milwaukee Bucks,/teams/MIL/1998.html,W,,119,99,7,3,W 1,,0,MIL,SEA
11,"Wed, Nov 19, 1997",,,,Box Score,/boxscores/199711190SEA.html,,Vancouver Grizzlies,/teams/VAN/1998.html,W,,107,87,8,3,W 2,,0,VAN,SEA
12,"Fri, Nov 21, 1997",,,,Box Score,/boxscores/199711210SEA.html,,San Antonio Spurs,/teams/SAS/1998.html,W,,94,74,9,3,W 3,,0,SAS,SEA
13,"Sat, Nov 22, 1997",,,,Box Score,/boxscores/199711220DEN.html,@,Denver Nuggets,/teams/DEN/1998.html,W,,84,80,10,3,W 4,,0,DEN,SEA
14,"Tue, Nov 25, 1997",,,,Box Score,/boxscores/199711250SEA.html,,Chicago Bulls,/teams/CHI/1998.html,W,,91,90,11,3,W 5,,0,CHI,SEA
15,"Fri, Nov 28, 1997",,,,Box Score,/boxscores/199711280SEA.html,,Sacramento Kings,/teams/SAC/1998.html,W,,113,96,12,3,W 6,,0,SAC,SEA
16,"Sun, Nov 30, 1997",,,,Box Score,/boxscores/199711300SEA.html,,Orlando Magic,/teams/ORL/1998.html,W,,103,81,13,3,W 7,,0,ORL,SEA
17,"Tue, Dec 2, 1997",,,,Box Score,/boxscores/199712020WAS.html,@,Washington Wizards,/teams/WAS/1998.html,L,,78,95,13,4,L 1,,0,WAS,SEA
18,"Wed, Dec 3, 1997",,,,Box Score,/boxscores/199712030NJN.html,@,New Jersey Nets,/teams/NJN/1998.html,W,,93,89,14,4,W 1,,0,NJN,SEA
