1,"Fri, Oct 31, 1997",,,,Box Score,/boxscores/199710310MIN.html,@,Minnesota Timberwolves,/teams/MIN/1998.html,L,,113,129,0,1,L 1,,0,MIN,GSW
2,"Sat, Nov 1, 1997",,,,Box Score,/boxscores/199711010IND.html,@,Indiana Pacers,/teams/IND/1998.html,L,,83,96,0,2,L 2,,0,IND,GSW
3,"Tue, Nov 4, 1997",,,,Box Score,/boxscores/199711040TOR.html,@,Toronto Raptors,/teams/TOR/1998.html,L,,86,104,0,3,L 3,,0,TOR,GSW
4,"Wed, Nov 5, 1997",,,,Box Score,/boxscores/199711050NJN.html,@,New Jersey Nets,/teams/NJN/1998.html,L,,96,112,0,4,L 4,,0,NJN,GSW
5,"Sat, Nov 8, 1997",,,,Box Score,/boxscores/199711080GSW.html,,Minnesota Timberwolves,/teams/MIN/1998.html,L,,90,97,0,5,L 5,,0,MIN,GSW
6,"Sun, Nov 9, 1997",,,,Box Score,/boxscores/199711090LAL.html,@,Los Angeles Lakers,/teams/LAL/1998.html,L,,97,132,0,6,L 6,,0,LAL,GSW
7,"Wed, Nov 12, 1997",,,,Box Score,/boxscores/199711120GSW.html,,Detroit Pistons,/teams/DET/1998.html,L,,71,102,0,7,L 7,,0,DET,GSW
8,"Sat, Nov 15, 1997",,,,Box Score,/boxscores/199711150GSW.html,,Portland Trail Blazers,/teams/POR/1998.html,L,,87,99,0,8,L 8,,0,POR,GSW
9,"Wed, Nov 19, 1997",,,,Box Score,/boxscores/199711190SAS.html,@,San Antonio Spurs,/teams/SAS/1998.html,L,,87,108,0,9,L 9,,0,SAS,GSW
10,"Thu, Nov 20, 1997",,,,Box Score,/boxscores/199711200DAL.html,@,Dallas Mavericks,/teams/DAL/1998.html,W,OT,101,97,1,9,W 1,,0,DAL,GSW
11,"Sat, Nov 22, 1997",,,,Box Score,/boxscores/199711220HOU.html,@,Houston Rockets,/teams/HOU/1998.html,L,,84,90,1,10,L 1,,0,HOU,GSW
