1,"Sat, Nov 1, 1997",,,,Box Score,/boxscores/199711010VAN.html,@,Vancouver Grizzlies,/teams/VAN/1998.html,L,,96,97,0,1,L 1,,0,VAN,SAC
2,"Sun, Nov 2, 1997",,,,Box Score,/boxscores/199711020SAC.html,,Houston Rockets,/teams/HOU/1998.html,L,,77,93,0,2,L 2,,0,HOU,SAC
3,"Tue, Nov 4, 1997",,,,Box Score,/boxscores/199711040SAC.html,,Los Angeles Lakers,/teams/LAL/1998.html,L,,98,101,0,3,L 3,,0,LAL,SAC
4,"Fri, Nov 7, 1997",,,,Box Score,/boxscores/199711070SAC.html,,Los Angeles Clippers,/teams/LAC/1998.html,L,,85,98,0,4,L 4,,0,LAC,SAC
5,"Sun, Nov 9, 1997",,,,Box Score,/boxscores/199711090SAC.html,,New York Knicks,/teams/NYK/1998.html,W,,86,78,1,4,W 1,,0,NYK,SAC
6,"Tue, Nov 11, 1997",,,,Box Score,/boxscores/199711110MIA.html,@,Miami Heat,/teams/MIA/1998.html,L,,82,101,1,5,L 1,,0,MIA,SAC
7,"Wed, Nov 12, 1997",,,,Box Score,/boxscores/199711120ORL.html,@,Orlando Magic,/teams/ORL/1998.html,W,,115,89,2,5,W 1,,0,ORL,SAC
8,"Fri, Nov 14, 1997",,,,Box Score,/boxscores/199711140ATL.html,@,Atlanta Hawks,/teams/ATL/1998.html,L,,103,104,2,6,L 1,,0,ATL,SAC
9,"Sat, Nov 15, 1997",,,,Box Score,/boxscores/199711150NYK.html,@,New York Knicks,/teams/NYK/1998.html,L,,87,114,2,7,L 2,,0,NYK,SAC
10,"Tue, Nov 18, 1997",,,,Box Score,/boxscores/199711180SAC.html,,Dallas Mavericks,/teams/DAL/1998.html,W,,102,95,3,7,W 1,,0,DAL,SAC
11,"Thu, Nov 20, 1997",,,,Box Score,/boxscores/199711200SAC.html,,Utah Jazz,/teams/UTA/1998.html,W,,97,95,4,7,W 2,,0,UTA,SAC
12,"Sun, Nov 23, 1997",,,,Box Score,/boxscores/199711230SAC.html,,Chicago Bulls,/teams/CHI/1998.html,L,,88,103,4,8,L 1,,0,CHI,SAC
13,"Tue, Nov 25, 1997",,,,Box Score,/boxscores/199711250SAC.html,,Denver Nuggets,/teams/DEN/1998.html,W,,97,93,5,8,W 1,,0,DEN,SAC
14,"Wed, Nov 26, 1997",,,,Box Score,/boxscores/199711260LAC.html,@,Los Angeles Clippers,/teams/LAC/1998.html,L,,97,99,5,9,L 1,,0,LAC,SAC
15,"Fri, Nov 28, 1997",,,,Box Score,/boxscores/199711280SEA.html,@,Seattle SuperSonics,/teams/SEA/1998.html,L,,96,113,5,10,L 2,,0,SEA,SAC
16,"Sun, Nov 30, 1997",,,,Box Score,/boxscores/199711300SAC.html,,New Jersey Nets,/teams/NJN/1998.html,L,,73,87,5,11,L 3,,0,NJN,SAC
17,"Tue, Dec 2, 1997",,,,Box Score,/boxscores/199712020CHH.html,@,Charlotte Hornets,/teams/CHH/1998.html,L,,102,121,5,12,L 4,,0,CHH,SAC
18,"Thu, Dec 4, 1997",,,,Box Score,/boxscores/199712040WAS.html,@,Washington Wizards,/teams/WAS/1998.html,L,,96,118,5,13,L 5,,0,WAS,SAC
19,"Fri, Dec 5, 1997",,,,Box Score,/boxscores/199712050MIN.html,@,Minnesota Timberwolves,/teams/MIN/1998.html,L,,90,101,5,14,L 6,,0,MIN,SAC
20,"Sun, Dec 7, 1997",,,,Box Score,/boxscores/199712070SAC.html,,Golden State Warriors,/teams/GSW/1998.html,W,,99,84,6,14,W 1,,0,GSW,SAC
21,"Tue, Dec 9, 1997",,,,Box Score,/boxscores/199712090SAC.html,,Utah Jazz,/teams/UTA/1998.html,W,,113,101,7,14,W 2,,0,UTA,SAC
22,"Sat, Dec 13, 1997",,,,Box Score,/boxscores/199712130GSW.html,@,Golden State Warriors,/teams/GSW/1998.html,L,OT,91,95,7,15,L 1,,0,GSW,SAC
23,"Sun, Dec 14, 1997",,,,Box Score,/boxscores/199712140SAC.html,,Atlanta Hawks,/teams/ATL/1998.html,L,,89,93,7,16,L 2,,0,ATL,SAC
24,"Tue, Dec 16, 1997",,,,Box Score,/boxscores/199712160SAC.html,,Portland Trail Blazers,/teams/POR/1998.html,W,,94,87,8,16,W 1,,0,POR,SAC
25,"Fri, Dec 19, 1997",,,,Box Score,/boxscores/199712190HOU.html,@,Houston Rockets,/teams/HOU/1998.html,L,,98,116,8,17,L 1,,0,HOU,SAC
26,"Sat, Dec 20, 1997",,,,Box Score,/boxscores/199712200DAL.html,@,Dallas Mavericks,/teams/DAL/1998.html,W,,89,88,9,17,W 1,,0,DAL,SAC
27,"Mon, Dec 22, 1997",,,,Box Score,/boxscores/199712220SAC.html,,Minnesota Timberwolves,/teams/MIN/1998.html,W,,89,79,10,17,W 2,,0,MIN,SAC
28,"Tue, Dec 23, 1997",,,,Box Score,/boxscores/199712230POR.html,@,Portland Trail Blazers,/teams/POR/1998.html,L,,82,93,10,18,L 1,,0,POR,SAC
29,"Fri, Dec 26, 1997",,,,Box Score,/boxscores/199712260SAC.html,,Seattle SuperSonics,/teams/SEA/1998.html,L,,95,111,10,19,L 2,,0,SEA,SAC
30,"Sun, Dec 28, 1997",,,,Box Score,/boxscores/199712280SAC.html,,Philadelphia 76ers,/teams/PHI/1998.html,W,,92,90,11,19,W 1,,0,PHI,SAC
31,"Tue, Dec 30, 1997",,,,Box Score,/boxscores/199712300LAL.html,@,Los Angeles Lakers,/teams/LAL/1998.html,L,,80,93,11,20,L 1,,0,LAL,SAC
32,"Fri, Jan 2, 1998",,,,Box Score,/boxscores/199801020SAC.html,,Vancouver Grizzlies,/teams/VAN/1998.html,W,,94,80,12,20,W 1,,0,VAN,SAC
33,"Sun, Jan 4, 1998",,,,Box Score,/boxscores/199801040SAC.html,,Charlotte Hornets,/teams/CHH/1998.html,W,,106,90,13,20,W 2,,0,CHH,SAC
34,"Tue, Jan 6, 1998",,,,Box Score,/boxscores/199801060SAC.html,,Los Angeles Clippers,/teams/LAC/1998.html,W,,105,89,14,20,W 3,,0,LAC,SAC
35,"Thu, Jan 8, 1998",,,,Box Score,/boxscores/199801080DAL.html,@,Dallas Mavericks,/teams/DAL/1998.html,W,,103,92,15,20,W 4,,0,DAL,SAC
36,"Sat, Jan 10, 1998",,,,Box Score,/boxscores/199801100SAS.html,@,San Antonio Spurs,/teams/SAS/1998.html,L,,67,109,15,21,L 1,,0,SAS,SAC
37,"Mon, Jan 12, 1998",,,,Box Score,/boxscores/199801120SAC.html,,Phoenix Suns,/teams/PHO/1998.html,W,,96,90,16,21,W 1,,0,PHO,SAC
38,"Wed, Jan 14, 1998",,,,Box Score,/boxscores/199801140SAC.html,,Orlando Magic,/teams/ORL/1998.html,W,,108,96,17,21,W 2,,0,ORL,SAC
39,"Fri, Jan 16, 1998",,,,Box Score,/boxscores/199801160IND.html,@,Indiana Pacers,/teams/IND/1998.html,L,,92,117,17,22,L 1,,0,IND,SAC
40,"Mon, Jan 19, 1998",,,,Box Score,/boxscores/199801190PHI.html,@,Philadelphia 76ers,/teams/PHI/1998.html,L,,85,98,17,23,L 2,,0,PHI,SAC
41,"Wed, Jan 21, 1998",,,,Box Score,/boxscores/199801210TOR.html,@,Toronto Raptors,/teams/TOR/1998.html,L,,98,99,17,24,L 3,,0,TOR,SAC
42,"Thu, Jan 22, 1998",,,,Box Score,/boxscores/199801220CLE.html,@,Cleveland Cavaliers,/teams/CLE/1998.html,L,,96,112,17,25,L 4,,0,CLE,SAC
43,"Sat, Jan 24, 1998",,,,Box Score,/boxscores/199801240MIL.html,@,Milwaukee Bucks,/teams/MIL/1998.html,L,,97,101,17,26,L 5,,0,MIL,SAC
44,"Mon, Jan 26, 1998",,,,Box Score,/boxscores/199801260SAC.html,,Seattle SuperSonics,/teams/SEA/1998.html,W,,111,92,18,26,W 1,,0,SEA,SAC
45,"Fri, Jan 30, 1998",,,,Box Score,/boxscores/199801300SAC.html,,Toronto Raptors,/teams/TOR/1998.html,W,,123,97,19,26,W 2,,0,TOR,SAC
46,"Sun, Feb 1, 1998",,,,Box Score,/boxscores/199802010SAC.html,,San Antonio Spurs,/teams/SAS/1998.html,L,,97,103,19,27,L 1,,0,SAS,SAC
47,"Tue, Feb 3, 1998",,,,Box Score,/boxscores/199802030SAC.html,,Indiana Pacers,/teams/IND/1998.html,L,,93,115,19,28,L 2,,0,IND,SAC
48,"Wed, Feb 4, 1998",,,,Box Score,/boxscores/199802040DEN.html,@,Denver Nuggets,/teams/DEN/1998.html,W,,101,99,20,28,W 1,,0,DEN,SAC
49,"Tue, Feb 10, 1998",,,,Box Score,/boxscores/199802100PHO.html,@,Phoenix Suns,/teams/PHO/1998.html,L,,86,88,20,29,L 1,,0,PHO,SAC
50,"Thu, Feb 12, 1998",,,,Box Score,/boxscores/199802120SAC.html,,Denver Nuggets,/teams/DEN/1998.html,W,,87,84,21,29,W 1,,0,DEN,SAC
51,"Fri, Feb 13, 1998",,,,Box Score,/boxscores/199802130GSW.html,@,Golden State Warriors,/teams/GSW/1998.html,W,,109,92,22,29,W 2,,0,GSW,SAC
52,"Sun, Feb 15, 1998",,,,Box Score,/boxscores/199802150SAC.html,,Washington Wizards,/teams/WAS/1998.html,W,,88,86,23,29,W 3,,0,WAS,SAC
53,"Tue, Feb 17, 1998",,,,Box Score,/boxscores/199802170SAC.html,,Boston Celtics,/teams/BOS/1998.html,W,,102,99,24,29,W 4,,0,BOS,SAC
54,"Fri, Feb 20, 1998",,,,Box Score,/boxscores/199802200SAC.html,,Miami Heat,/teams/MIA/1998.html,L,,77,91,24,30,L 1,,0,MIA,SAC
55,"Sun, Feb 22, 1998",,,,Box Score,/boxscores/199802220MIN.html,@,Minnesota Timberwolves,/teams/MIN/1998.html,L,,95,113,24,31,L 2,,0,MIN,SAC
56,"Mon, Feb 23, 1998",,,,Box Score,/boxscores/199802230DET.html,@,Detroit Pistons,/teams/DET/1998.html,L,,85,111,24,32,L 3,,0,DET,SAC
57,"Wed, Feb 25, 1998",,,,Box Score,/boxscores/199802250BOS.html,@,Boston Celtics,/teams/BOS/1998.html,L,,94,111,24,33,L 4,,0,BOS,SAC
58,"Thu, Feb 26, 1998",,,,Box Score,/boxscores/199802260NJN.html,@,New Jersey Nets,/teams/NJN/1998.html,L,,99,102,24,34,L 5,,0,NJN,SAC
59,"Sat, Feb 28, 1998",,,,Box Score,/boxscores/199802280CHI.html,@,Chicago Bulls,/teams/CHI/1998.html,L,,94,109,24,35,L 6,,0,CHI,SAC
60,"Mon, Mar 2, 1998",,,,Box Score,/boxscores/199803020SAC.html,,San Antonio Spurs,/teams/SAS/1998.html,L,,95,116,24,36,L 7,,0,SAS,SAC
61,"Wed, Mar 4, 1998",,,,Box Score,/boxscores/199803040SAC.html,,Detroit Pistons,/teams/DET/1998.html,W,,109,89,25,36,W 1,,0,DET,SAC
62,"Fri, Mar 6, 1998",,,,Box Score,/boxscores/199803060VAN.html,@,Vancouver Grizzlies,/teams/VAN/1998.html,W,,98,96,26,36,W 2,,0,VAN,SAC
63,"Mon, Mar 9, 1998",,,,Box Score,/boxscores/199803090SAC.html,,Golden State Warriors,/teams/GSW/1998.html,L,,88,93,26,37,L 1,,0,GSW,SAC
